time_interval,y_true,y_pred,model,square_id
2013-12-16 00:00:00+00:00,117.74617614541785,167.87505,LSTM,5161
2013-12-16 00:10:00+00:00,268.6986389160156,155.36618,LSTM,5161
2013-12-16 00:20:00+00:00,126.03631334006786,173.55734,LSTM,5161
2013-12-16 00:30:00+00:00,109.18978729043738,161.66591,LSTM,5161
2013-12-16 00:40:00+00:00,231.682373046875,148.13815,LSTM,5161
2013-12-16 00:50:00+00:00,209.62327575683594,159.62782,LSTM,5161
2013-12-16 01:00:00+00:00,104.55855407510535,165.96088,LSTM,5161
2013-12-16 01:10:00+00:00,117.60108847916126,151.60767,LSTM,5161
2013-12-16 01:20:00+00:00,107.121336362703,141.45744,LSTM,5161
2013-12-16 01:30:00+00:00,103.98250555992126,130.68784,LSTM,5161
2013-12-16 01:40:00+00:00,218.9016876220703,121.20517,LSTM,5161
2013-12-16 01:50:00+00:00,96.26058807168738,135.23557,LSTM,5161
2013-12-16 02:00:00+00:00,199.50375366210938,125.37009,LSTM,5161
2013-12-16 02:10:00+00:00,205.0874786376953,136.3795,LSTM,5161
2013-12-16 02:20:00+00:00,99.42051543985144,147.48006,LSTM,5161
2013-12-16 02:30:00+00:00,49.8209662133886,137.1785,LSTM,5161
2013-12-16 02:40:00+00:00,209.12245178222656,118.410385,LSTM,5161
2013-12-16 02:50:00+00:00,184.2607879638672,131.46413,LSTM,5161
2013-12-16 03:00:00+00:00,201.11851501464844,139.19832,LSTM,5161
2013-12-16 03:10:00+00:00,52.27753652977117,149.66768,LSTM,5161
2013-12-16 03:20:00+00:00,183.4329833984375,130.46214,LSTM,5161
2013-12-16 03:30:00+00:00,66.65239631596098,137.6689,LSTM,5161
2013-12-16 03:40:00+00:00,100.41584600508213,122.248505,LSTM,5161
2013-12-16 03:50:00+00:00,89.57404937539832,115.03674,LSTM,5161
2013-12-16 04:00:00+00:00,210.1460418701172,107.07959,LSTM,5161
2013-12-16 04:10:00+00:00,102.57196502276929,123.15485,LSTM,5161
2013-12-16 04:20:00+00:00,94.96326768398285,118.23974,LSTM,5161
2013-12-16 04:30:00+00:00,202.2359619140625,112.41531,LSTM,5161
2013-12-16 04:40:00+00:00,104.7914031961991,127.206215,LSTM,5161
2013-12-16 04:50:00+00:00,93.84754260256886,122.49368,LSTM,5161
2013-12-16 05:00:00+00:00,66.3791315863685,115.99577,LSTM,5161
2013-12-16 05:10:00+00:00,69.04753063830624,104.93023,LSTM,5161
2013-12-16 05:20:00+00:00,64.50801707767339,95.70635,LSTM,5161
2013-12-16 05:30:00+00:00,58.33876640694507,87.18863,LSTM,5161
2013-12-16 05:40:00+00:00,79.56522332663008,79.17843,LSTM,5161
2013-12-16 05:50:00+00:00,72.25797638641961,76.60815,LSTM,5161
2013-12-16 06:00:00+00:00,135.1745319366455,73.84116,LSTM,5161
2013-12-16 06:10:00+00:00,82.45873620609443,83.37784,LSTM,5161
2013-12-16 06:20:00+00:00,89.80003115783136,83.0374,LSTM,5161
2013-12-16 06:30:00+00:00,138.87809586524963,83.917725,LSTM,5161
2013-12-16 06:40:00+00:00,59.901724030904006,93.60381,LSTM,5161
2013-12-16 06:50:00+00:00,106.0796625862519,87.97476,LSTM,5161
2013-12-16 07:00:00+00:00,98.83088501170278,90.81695,LSTM,5161
2013-12-16 07:10:00+00:00,72.03239080434044,92.094696,LSTM,5161
2013-12-16 07:20:00+00:00,59.955456628705306,88.32607,LSTM,5161
2013-12-16 07:30:00+00:00,143.03178366218344,82.60139,LSTM,5161
2013-12-16 07:40:00+00:00,57.941004116776945,92.62965,LSTM,5161
2013-12-16 07:50:00+00:00,117.46700814596261,86.75851,LSTM,5161
2013-12-16 08:00:00+00:00,131.53553378139623,92.01435,LSTM,5161
2013-12-16 08:10:00+00:00,96.64429125020979,99.60731,LSTM,5161
2013-12-16 08:20:00+00:00,75.86096028147519,100.084854,LSTM,5161
2013-12-16 08:30:00+00:00,118.3190154143158,96.301956,LSTM,5161
2013-12-16 08:40:00+00:00,117.9510371130018,100.33872,LSTM,5161
2013-12-16 08:50:00+00:00,160.28407603297578,104.084114,LSTM,5161
2013-12-16 09:00:00+00:00,252.98740087077022,115.30645,LSTM,5161
2013-12-16 09:10:00+00:00,157.9328406244555,142.97787,LSTM,5161
2013-12-16 09:20:00+00:00,131.08200078523078,149.69893,LSTM,5161
2013-12-16 09:30:00+00:00,168.49705597050655,149.27426,LSTM,5161
2013-12-16 09:40:00+00:00,172.98988689035468,154.70537,LSTM,5161
2013-12-16 09:50:00+00:00,166.09271962800995,159.82248,LSTM,5161
2013-12-16 10:00:00+00:00,344.76494082063437,162.64923,LSTM,5161
2013-12-16 10:10:00+00:00,155.086889361107,199.53519,LSTM,5161
2013-12-16 10:20:00+00:00,222.71567844902998,195.21983,LSTM,5161
2013-12-16 10:30:00+00:00,186.44412668384612,203.37407,LSTM,5161
2013-12-16 10:40:00+00:00,308.00266569356126,202.40817,LSTM,5161
2013-12-16 10:50:00+00:00,189.932859533945,224.89592,LSTM,5161
2013-12-16 11:00:00+00:00,326.8597798148791,220.99706,LSTM,5161
2013-12-16 11:10:00+00:00,189.69506519142305,244.20222,LSTM,5161
2013-12-16 11:20:00+00:00,272.8683886528015,236.46037,LSTM,5161
2013-12-16 11:30:00+00:00,264.5109566450119,245.55263,LSTM,5161
2013-12-16 11:40:00+00:00,254.74980149418116,251.18622,LSTM,5161
2013-12-16 11:50:00+00:00,421.801881980896,253.75824,LSTM,5161
2013-12-16 12:00:00+00:00,295.05557273700833,289.82214,LSTM,5161
2013-12-16 12:10:00+00:00,227.74044611802938,294.73758,LSTM,5161
2013-12-16 12:20:00+00:00,369.3197028445346,284.35132,LSTM,5161
2013-12-16 12:30:00+00:00,247.4575985694925,303.27728,LSTM,5161
2013-12-16 12:40:00+00:00,254.77750529845557,293.5578,LSTM,5161
2013-12-16 12:50:00+00:00,209.86113209277391,286.33273,LSTM,5161
2013-12-16 13:00:00+00:00,179.12935917056166,270.2695,LSTM,5161
2013-12-16 13:10:00+00:00,233.22751131281257,250.11234,LSTM,5161
2013-12-16 13:20:00+00:00,186.8729553674658,243.805,LSTM,5161
2013-12-16 13:30:00+00:00,240.62181749160993,229.76651,LSTM,5161
2013-12-16 13:40:00+00:00,307.832195433788,229.1266,LSTM,5161
2013-12-16 13:50:00+00:00,261.16999378717605,242.85985,LSTM,5161
2013-12-16 14:00:00+00:00,166.30394860995668,246.09496,LSTM,5161
2013-12-16 14:10:00+00:00,177.17758468405478,229.9439,LSTM,5161
2013-12-16 14:20:00+00:00,154.03719216908019,217.74562,LSTM,5161
2013-12-16 14:30:00+00:00,290.6270462753471,202.48503,LSTM,5161
2013-12-16 14:40:00+00:00,195.26234445548974,216.57584,LSTM,5161
2013-12-16 14:50:00+00:00,204.03947502126297,210.75719,LSTM,5161
2013-12-16 15:00:00+00:00,277.20136646926403,207.85925,LSTM,5161
2013-12-16 15:10:00+00:00,192.17996099104388,219.83414,LSTM,5161
2013-12-16 15:20:00+00:00,288.07199166040584,213.50273,LSTM,5161
2013-12-16 15:30:00+00:00,232.11591903669856,227.01575,LSTM,5161
2013-12-16 15:40:00+00:00,187.08991141822273,227.39108,LSTM,5161
2013-12-16 15:50:00+00:00,202.5835638205037,218.54115,LSTM,5161
2013-12-16 16:00:00+00:00,212.03965785851082,213.51935,LSTM,5161
2013-12-16 16:10:00+00:00,297.1152083789736,210.87315,LSTM,5161
2013-12-16 16:20:00+00:00,213.0929078447322,225.72073,LSTM,5161
2013-12-16 16:30:00+00:00,239.17551046684383,222.11028,LSTM,5161
2013-12-16 16:40:00+00:00,364.75738373611654,224.14311,LSTM,5161
2013-12-16 16:50:00+00:00,245.1537497240034,251.01773,LSTM,5161
2013-12-16 17:00:00+00:00,265.15101279235546,249.87961,LSTM,5161
2013-12-16 17:10:00+00:00,337.65450743692264,252.61627,LSTM,5161
2013-12-16 17:20:00+00:00,242.90902668498455,268.96515,LSTM,5161
2013-12-16 17:30:00+00:00,219.66643508479783,263.12067,LSTM,5161
2013-12-16 17:40:00+00:00,179.42105606914714,252.98984,LSTM,5161
2013-12-16 17:50:00+00:00,169.06082918182858,235.56934,LSTM,5161
2013-12-16 18:00:00+00:00,193.38478300059003,218.46822,LSTM,5161
2013-12-16 18:10:00+00:00,163.9566977109196,208.88933,LSTM,5161
2013-12-16 18:20:00+00:00,160.94015293674116,195.60736,LSTM,5161
2013-12-16 18:30:00+00:00,185.76206101306016,184.36932,LSTM,5161
2013-12-16 18:40:00+00:00,156.43811790140833,180.2572,LSTM,5161
2013-12-16 18:50:00+00:00,245.69850587387504,171.86485,LSTM,5161
2013-12-16 19:00:00+00:00,213.51146589006697,182.58127,LSTM,5161
